HOG_ID	Node_labels	color	Functional_category	Functional_cat_code	Comprehensive_ID
HOG0013449	NA	gray	Other	2	Atha__AT1G12244
HOG0015419	NA	gray	Other	2	Atha__AT2G16030, Atha__AT4G26730
HOG0012208	NA	gray	Other	2	Atha__AT3G60310
HOG0015770	NA	gray	Other	2	Atha__AT5G48170
HOG0008235	NA	gray	Other	2	Atha__AT2G38480
HOG0011177	NA	gray	Other	2	Atha__AT5G50230
HOG0015497	NA	gray	Other	2	Atha__AT4G29870
HOG0005320	NA	gray	Other	2	Atha__AT1G01140
HOG0013315	NA	gray	Other	2	Atha__AT1G60080
HOG0016564	NA	gray	Other	2	Atha__AT2G23640
HOG0010090	NA	gray	Other	2	Atha__AT2G03500
HOG0011695	NA	gray	Other	2	Atha__AT4G34530
HOG0012865	NA	Green	Plastid	3	Atha__AT2G01918
HOG0002245	NA	NA	NA	4	HOG0002245
HOG0008032	NA	gray	Other	2	Atha__AT3G10250, Atha__AT5G04090
HOG0016091	NA	gray	Other	2	Atha__AT4G24110
HOG0014229	NA	gray	Other	2	Atha__AT5G24840
HOG0016580	NA	gray	Other	2	Atha__AT2G30380
HOG0001848	NA	gray	Other	2	Atha__AT5G48460
HOG0008527	NA	gray	Other	2	Atha__AT1G15800, Atha__AT1G80610, Atha__AT5G25210, Atha__AT4G32030
HOG0015053	NA	red	Mitochondria	1	Atha__AT5G42450
HOG0008103	NA	gray	Other	2	Atha__AT5G47780
HOG0016050	NA	Green	Plastid	3	Atha__AT2G47750
HOG0008635	NA	gray	Other	2	Atha__AT1G73050
HOG0014901	NA	gray	Other	2	Atha__AT3G48540
HOG0013713	NA	gray	Other	2	Atha__AT3G03310
HOG0015597	NA	gray	Other	2	Atha__AT1G50730
HOG0017153	NA	gray	Other	2	Atha__AT2G41690
HOG0005323	NA	gray	Other	2	Atha__AT1G29690
HOG0007151	NA	gray	Other	2	Atha__AT2G06005, Atha__AT5G20580
HOG0013998	NA	gray	Other	2	Atha__AT5G65000
HOG0014313	NA	gray	Other	2	Atha__AT5G13840
HOG0009145	NA	gray	Other	2	Atha__AT2G43650, Atha__AT3G28230
HOG0009374	NA	gray	Other	2	Atha__AT4G03090
HOG0014590	NA	Green	Plastid	3	Atha__AT2G47840
HOG0015462	NA	gray	Other	2	Atha__AT2G20495
HOG0015771	NA	red	Mitochondria	1	Atha__AT5G18390
HOG0015801	NA	NA	NA	4	HOG0015801
HOG0016045	NA	gray	Other	2	Atha__AT2G25790
HOG0013726	NA	gray	Other	2	Atha__AT3G17060
HOG0007391	NA	gray	Other	2	Atha__AT1G79520, Atha__AT1G16310
HOG0004739	NA	red	Mitochondria	1	Atha__AT3G10160
HOG0016356	NA	NA	NA	4	HOG0016356
HOG0013858	NA	gray	Other	2	Atha__AT3G01360
HOG0016893	NA	NA	NA	4	HOG0016893
HOG0012651	NA	gray	Other	2	Atha__AT5G47790
HOG0014071	NA	gray	Other	2	Atha__AT5G25640
HOG0003419	NA	gray	Other	2	Atha__AT5G54960, Atha__AT4G33070, Atha__AT5G01320, Atha__AT5G01330
HOG0014266	NA	gray	Other	2	Atha__AT5G59400
HOG0013772	NA	gray	Other	2	Atha__AT3G43430, Atha__AT5G20885
HOG0014516	NA	gray	Other	2	Atha__AT2G31985, Atha__AT1G05510
HOG0014595	NA	gray	Other	2	Atha__AT1G02570, Atha__AT1G02575, Atha__AT2G47360
HOG0016655	NA	gray	Other	2	Atha__AT1G08310, Atha__AT3G44510
HOG0008667	NA	gray	Other	2	Atha__AT1G08470, Atha__AT5G22020
HOG0011582	NA	Green	Plastid	3	Atha__AT4G21770
HOG0016660	NA	gray	Other	2	Atha__AT1G24095
HOG0011554	NA	Green	Plastid	3	Atha__AT4G28660
HOG0016626	NA	gray	Other	2	Atha__AT4G22600
HOG0006652	NA	gray	Other	2	Atha__AT2G19330, Atha__AT4G29880, Atha__AT4G26050
HOG0015484	NA	Green	Plastid	3	Atha__AT4G27390
HOG0015819	NA	NA	NA	4	HOG0015819
HOG0015245	NA	NA	NA	4	HOG0015245
HOG0016224	NA	gray	Other	2	Atha__AT5G64920
HOG0013994	NA	gray	Other	2	Atha__AT5G61770
HOG0013475	NA	gray	Other	2	Atha__AT1G71190
HOG0015669	NA	Green	Plastid	3	Atha__AT3G50685
HOG0002145	NA	gray	Other	2	Atha__AT4G02120
HOG0014984	NA	gray	Other	2	Atha__AT3G13700
HOG0014033	NA	gray	Other	2	Atha__AT5G43600
HOG0015066	NA	gray	Other	2	Atha__AT5G24460
HOG0008129	NA	gray	Other	2	Atha__AT5G14400
HOG0003114	NA	gray	Other	2	Atha__AT3G51620
HOG0015095	NA	gray	Other	2	Atha__AT5G11580
HOG0010851	NA	gray	Other	2	Atha__AT3G14067
HOG0008844	NA	gray	Other	2	Atha__AT5G47100
HOG0014859	NA	gray	Other	2	Atha__AT1G46480
HOG0014137	NA	Green	Plastid	3	Atha__AT5G18570
HOG0016236	NA	gray	Other	2	Atha__AT5G07475
HOG0008854	NA	Green	Plastid	3	Atha__AT5G47840
HOG0015813	NA	NA	NA	4	HOG0015813
HOG0015475	NA	Green	Plastid	3	Atha__AT4G25910
HOG0004990	NA	gray	Other	2	Atha__AT1G11040, Atha__AT1G44160
HOG0011159	NA	gray	Other	2	Atha__AT5G01830
HOG0013107	NA	gray	Other	2	Atha__AT4G23560, Atha__AT4G09740, Atha__AT3G42153
HOG0014160	NA	gray	Other	2	Atha__AT5G07590
HOG0015726	NA	gray	Other	2	Atha__AT5G37670
HOG0013622	NA	Green	Plastid	3	Atha__AT1G12800
HOG0005586	NA	NA	NA	4	HOG0005586
HOG0014354	NA	NA	NA	4	HOG0014354
HOG0009254	NA	gray	Other	2	Atha__AT4G30490, Atha__AT4G28070
HOG0006981	NA	gray	Other	2	Atha__AT3G06140, Atha__AT5G19080
HOG0009907	NA	gray	Other	2	Atha__AT5G18670
HOG0012681	NA	NA	NA	4	HOG0012681
HOG0014082	NA	Green	Plastid	3	Atha__AT5G10460
HOG0013666	NA	gray	Other	2	Atha__AT3G52640
HOG0015114	NA	Green	Plastid	3	Atha__AT5G57460
HOG0016163	NA	gray	Other	2	Atha__AT1G05030
HOG0012311	NA	Green	Plastid	3	Atha__AT3G19220
HOG0012872	NA	gray	Other	2	Atha__AT2G44640
HOG0013424	NA	gray	Other	2	Atha__AT1G08500
HOG0014948	NA	gray	Other	2	Atha__AT3G27520
HOG0003200	NA	red	Mitochondria	1	Atha__AT4G33990
HOG0013976	NA	gray	Other	2	Atha__AT3G12210
HOG0014809	NA	gray	Other	2	Atha__AT1G26640
HOG0015630	NA	gray	Other	2	Atha__AT3G20015
HOG0002567	NA	gray	Other	2	Atha__AT3G03773
HOG0003411	NA	NA	NA	4	HOG0003411
HOG0011036	NA	gray	Other	2	Atha__AT5G37340, Atha__AT5G22480
HOG0009626	NA	gray	Other	2	Atha__AT3G06400, Atha__AT5G18620
HOG0014153	NA	Green	Plastid	3	Atha__AT5G39790
HOG0015422	NA	gray	Other	2	Atha__AT2G23470
HOG0009945	NA	gray	Other	2	Atha__AT5G03415
HOG0012317	NA	gray	Other	2	Atha__AT3G06790
HOG0011426	NA	gray	Other	2	Atha__AT2G05760
HOG0013353	NA	gray	Other	2	Atha__AT1G15390
HOG0013792	NA	red	Mitochondria	1	Atha__AT3G06050
HOG0009327	NA	gray	Other	2	Atha__AT4G28910
HOG0015434	NA	Green	Plastid	3	Atha__AT2G47450
HOG0016581	NA	gray	Other	2	Atha__AT2G42850
HOG0009258	NA	NA	NA	4	HOG0009258
HOG0012513	NA	gray	Other	2	Atha__AT5G19840
HOG0014238	NA	gray	Other	2	Atha__AT5G64600
HOG0016742	NA	gray	Other	2	Atha__AT5G28300
HOG0008020	NA	gray	Other	2	Atha__AT3G56230
HOG0014856	NA	Green	Plastid	3	Atha__AT1G73710
HOG0014294	NA	gray	Other	2	Atha__AT5G20220
HOG0014774	NA	gray	Other	2	Atha__AT1G07960
HOG0015611	NA	red	Mitochondria	1	Atha__AT1G03540
HOG0010290	NA	red	Mitochondria	1	Atha__AT4G12590
HOG0012007	NA	gray	Other	2	Atha__AT1G73320
HOG0014695	NA	Green	Plastid	3	Atha__AT4G14970
HOG0016331	NA	NA	NA	4	HOG0016331
HOG0007480	NA	gray	Other	2	Atha__AT3G07300
HOG0009522	NA	gray	Other	2	Atha__AT1G31730
HOG0016401	NA	NA	NA	4	HOG0016401
HOG0013071	NA	red	Mitochondria	1	Atha__AT4G02820
HOG0015859	NA	NA	NA	4	HOG0015859
HOG0013665	NA	red	Mitochondria	1	Atha__AT1G16870
HOG0015100	NA	gray	Other	2	Atha__AT5G64620
HOG0014020	NA	gray	Other	2	Atha__AT5G06940
HOG0006817	NA	Green	Plastid	3	Atha__AT4G29920, Atha__AT5G57130
HOG0006316	NA	gray	Other	2	Atha__AT2G23630, Atha__AT4G37160, Atha__AT5G66920
HOG0012220	NA	gray	Other	2	Atha__AT3G25100
HOG0012048	NA	gray	Other	2	Atha__AT1G53700, Atha__AT3G14370
HOG0010636	NA	gray	Other	2	Atha__AT1G80460
HOG0016060	NA	gray	Other	2	Atha__AT2G23755
HOG0014592	NA	gray	Other	2	Atha__AT2G23740
HOG0016384	NA	NA	NA	4	HOG0016384
HOG0002799	NA	gray	Other	2	Atha__AT4G18620, Atha__AT5G45870, Atha__AT5G45860, Atha__AT4G27920
HOG0015043	NA	gray	Other	2	Atha__AT5G50870
HOG0005076	NA	gray	Other	2	Atha__AT5G04980
HOG0008290	NA	Green	Plastid	3	Atha__AT2G39930
HOG0015580	NA	Green	Plastid	3	Atha__AT1G78995
HOG0015111	NA	gray	Other	2	Atha__AT5G43210
HOG0004556	NA	gray	Other	2	Atha__AT2G46370
HOG0010303	NA	Green	Plastid	3	Atha__AT4G09730
HOG0004914	NA	gray	Other	2	Atha__AT3G17180
HOG0004740	NA	red	Mitochondria	1	Atha__AT3G55630, Atha__AT5G05980
HOG0014316	NA	gray	Other	2	Atha__AT5G21040
HOG0015173	NA	gray	Other	2	Atha__AT5G54860
HOG0016701	NA	gray	Other	2	Atha__AT3G42960
HOG0013945	NA	Green	Plastid	3	Atha__AT3G25920
HOG0013791	NA	gray	Other	2	Atha__AT3G47700
HOG0012104	NA	gray	Other	2	Atha__AT1G34220
HOG0015050	NA	Green	Plastid	3	Atha__AT5G40950
HOG0016692	NA	gray	Other	2	Atha__AT3G19120
HOG0014671	NA	Green	Plastid	3	Atha__AT4G10340
HOG0014097	NA	gray	Other	2	Atha__AT5G56120
HOG0012483	NA	gray	Other	2	Atha__AT5G63860
HOG0014892	NA	red	Mitochondria	1	Atha__AT1G29810
HOG0015602	NA	red	Mitochondria	1	Atha__AT1G16070
HOG0016717	NA	gray	Other	2	Atha__AT3G29300
HOG0014058	NA	gray	Other	2	Atha__AT5G21990
HOG0013715	NA	Green	Plastid	3	Atha__AT3G20930
HOG0015074	NA	gray	Other	2	Atha__AT5G66160
HOG0008429	NA	gray	Other	2	Atha__AT4G21550
HOG0013370	NA	gray	Other	2	Atha__AT1G30090
HOG0015728	NA	Green	Plastid	3	Atha__AT5G14970
HOG0014783	NA	red	Mitochondria	1	Atha__AT1G55630, Atha__AT3G60050
HOG0015652	NA	Green	Plastid	3	Atha__AT3G53920
HOG0014215	NA	gray	Other	2	Atha__AT5G21140
HOG0010394	NA	gray	Other	2	Atha__AT4G03210
HOG0012822	NA	Green	Plastid	3	Atha__AT2G37240
HOG0015567	NA	gray	Other	2	Atha__AT1G42480
HOG0005460	NA	gray	Other	2	Atha__AT1G11130, Atha__AT2G20850, Atha__AT4G03390
HOG0009893	NA	gray	Other	2	Atha__AT5G40740
HOG0014952	NA	gray	Other	2	Atha__AT3G26750
HOG0015005	NA	gray	Other	2	Atha__AT3G58180
HOG0014770	NA	gray	Other	2	Atha__AT1G80860
HOG0014831	NA	red	Mitochondria	1	Atha__AT1G26500
HOG0015469	NA	gray	Other	2	Atha__AT2G33855
HOG0014002	NA	gray	Other	2	Atha__AT5G67270
HOG0006833	NA	red	Mitochondria	1	Atha__AT1G29880
HOG0011982	NA	Green	Plastid	3	Atha__AT1G55370
HOG0013523	NA	Green	Plastid	3	Atha__AT1G75010
HOG0014721	NA	gray	Other	2	Atha__AT1G09740
HOG0016030	NA	Green	Plastid	3	Atha__AT2G42920
HOG0006475	NA	Green	Plastid	3	Atha__AT1G48450, Atha__AT3G17800
HOG0014769	NA	gray	Other	2	Atha__AT1G69400
HOG0015486	NA	gray	Other	2	Atha__AT4G10020
HOG0005148	NA	gray	Other	2	Atha__AT5G62200, Atha__AT5G62210, Atha__AT5G07190, Atha__AT2G41475
HOG0011192	NA	gray	Other	2	Atha__AT5G10700
HOG0014811	NA	Green	Plastid	3	Atha__AT1G78560
HOG0009727	NA	Green	Plastid	3	Atha__AT3G48190
HOG0015584	NA	gray	Other	2	Atha__AT1G33265
HOG0012821	NA	Green	Plastid	3	Atha__AT2G30170
HOG0016604	NA	gray	Other	2	Atha__AT2G35380
HOG0014718	NA	gray	Other	2	Atha__AT1G30845
HOG0010193	NA	gray	Other	2	Atha__AT2G01818
HOG0013760	NA	gray	Other	2	Atha__AT3G02065
HOG0016051	NA	Green	Plastid	3	Atha__AT2G29760
HOG0016134	NA	gray	Other	2	Atha__AT1G58320, Atha__AT1G68630
HOG0015581	NA	gray	Other	2	Atha__AT1G04110
HOG0014775	NA	gray	Other	2	Atha__AT1G13870
HOG0014799	NA	gray	Other	2	Atha__AT1G77460
HOG0006347	NA	gray	Other	2	Atha__AT4G19645, Atha__AT1G31300
HOG0008585	NA	gray	Other	2	Atha__AT1G63850
HOG0009706	NA	gray	Other	2	Atha__AT3G13560
HOG0008058	NA	gray	Other	2	Atha__AT5G04120, Atha__AT3G50520
HOG0015586	NA	gray	Other	2	Atha__AT1G43980
HOG0013817	NA	gray	Other	2	Atha__AT3G54510
HOG0012526	NA	gray	Other	2	Atha__AT5G09680
HOG0013119	NA	gray	Other	2	Atha__AT4G10650
HOG0014246	NA	red	Mitochondria	1	Atha__AT5G08310
HOG0010739	NA	gray	Other	2	Atha__AT3G21820
HOG0013205	NA	gray	Other	2	Atha__AT4G16410
HOG0013785	NA	gray	Other	2	Atha__AT3G20480
HOG0013932	NA	Green	Plastid	3	Atha__AT3G47860
HOG0012532	NA	gray	Other	2	Atha__AT5G11340
HOG0013816	NA	red	Mitochondria	1	Atha__AT3G01790
HOG0016240	NA	gray	Other	2	Atha__AT5G65280
HOG0013724	NA	Green	Plastid	3	Atha__AT3G01480
HOG0015126	NA	gray	Other	2	Atha__AT5G23050
HOG0014867	NA	Green	Plastid	3	Atha__AT1G73820
HOG0017206	NA	red	Mitochondria	1	Atha__AT1G74400
HOG0016046	NA	gray	Other	2	Atha__AT2G42800
HOG0015533	NA	gray	Other	2	Atha__AT4G19350
HOG0008980	NA	NA	NA	4	HOG0008980
HOG0011586	NA	gray	Other	2	Atha__AT4G11950, Atha__AT4G22900, Atha__AT1G62981
HOG0006791	NA	gray	Other	2	Atha__AT4G08170
HOG0014357	NA	NA	NA	4	HOG0014357
HOG0011497	NA	red	Mitochondria	1	Atha__AT2G30970
HOG0005554	NA	gray	Other	2	Atha__AT1G15290
HOG0016673	NA	Green	Plastid	3	Atha__AT1G75090
HOG0009457	NA	gray	Other	2	Atha__AT1G70340, Atha__AT1G23790
HOG0007976	NA	red	Mitochondria	1	Atha__AT1G61870, Atha__AT1G11630
HOG0014692	NA	gray	Other	2	Atha__AT4G19003
HOG0014861	NA	gray	Other	2	Atha__AT1G69500
HOG0008568	NA	gray	Other	2	Atha__AT1G77760, Atha__AT1G37130
HOG0006896	NA	gray	Other	2	Atha__AT1G27045
HOG0014092	NA	Green	Plastid	3	Atha__AT5G54290
HOG0008252	NA	gray	Other	2	Atha__AT2G28560
HOG0013757	NA	gray	Other	2	Atha__AT3G24010
HOG0008364	NA	Green	Plastid	3	Atha__AT3G09490, Atha__AT5G02590, Atha__AT2G37400, Atha__AT3G53560
HOG0012625	NA	gray	Other	2	Atha__AT5G23880
HOG0003804	NA	gray	Other	2	Atha__AT4G21200
HOG0012376	NA	gray	Other	2	Atha__AT5G28910, Atha__AT5G28960
HOG0012583	NA	gray	Other	2	Atha__AT5G66330
HOG0016037	NA	gray	Other	2	Atha__AT2G36210
HOG0015631	NA	red	Mitochondria	1	Atha__AT3G25060
HOG0017210	NA	Green	Plastid	3	Atha__AT1G67820
HOG0012268	NA	red	Mitochondria	1	Atha__AT5G14350, Atha__AT3G46610
HOG0014582	NA	gray	Other	2	Atha__AT2G35950
HOG0015233	NA	NA	NA	4	HOG0015233
HOG0014920	NA	gray	Other	2	Atha__AT3G56720
HOG0015412	NA	gray	Other	2	Atha__AT2G45760, Atha__AT3G61190
HOG0003476	NA	NA	NA	4	HOG0003476
HOG0013830	NA	Green	Plastid	3	Atha__AT3G03380
HOG0010094	NA	Green	Plastid	3	Atha__AT2G42130, Atha__AT3G58010
HOG0015063	NA	gray	Other	2	Atha__AT5G18930
HOG0011625	NA	gray	Other	2	Atha__AT4G02715
HOG0005141	NA	red	Mitochondria	1	Atha__AT2G20860
HOG0011655	NA	gray	Other	2	Atha__AT4G14145
HOG0012449	NA	gray	Other	2	Atha__AT5G39040
HOG0013961	NA	gray	Other	2	Atha__AT3G56250
HOG0016077	NA	gray	Other	2	Atha__AT4G11970
HOG0014854	NA	gray	Other	2	Atha__AT1G64385
HOG0012907	NA	gray	Other	2	Atha__AT2G40460
HOG0014876	NA	Green	Plastid	3	Atha__AT1G28140
HOG0004168	NA	gray	Other	2	Atha__AT5G08560
HOG0009951	NA	gray	Other	2	Atha__AT5G12340
HOG0007959	NA	gray	Other	2	Atha__AT1G76130
HOG0007768	NA	gray	Other	2	Atha__AT4G39850
HOG0012964	NA	gray	Other	2	Atha__AT2G30280
HOG0007499	NA	gray	Other	2	Atha__AT3G48150
HOG0013293	NA	gray	Other	2	Atha__AT1G54100
HOG0011688	NA	gray	Other	2	Atha__AT4G33440
HOG0009411	NA	red	Mitochondria	1	Atha__AT1G18480
HOG0013736	NA	gray	Other	2	Atha__AT3G52115
HOG0013841	NA	gray	Other	2	Atha__AT3G05000
HOG0013951	NA	gray	Other	2	Atha__AT3G57790
HOG0008066	NA	gray	Other	2	Atha__AT3G11830
HOG0013063	NA	gray	Other	2	Atha__AT4G23840
HOG0013909	NA	gray	Other	2	Atha__AT3G13220
HOG0014922	NA	gray	Other	2	Atha__AT3G58790
HOG0016218	NA	gray	Other	2	Atha__AT5G51680
HOG0015072	NA	gray	Other	2	Atha__AT5G08100
HOG0009380	NA	gray	Other	2	Atha__AT4G24390, Atha__AT5G49980
HOG0013683	NA	gray	Other	2	Atha__AT3G55420
HOG0008879	NA	gray	Other	2	Atha__AT5G49010
HOG0003113	NA	gray	Other	2	Atha__AT2G40520, Atha__AT3G56320
HOG0012909	NA	red	Mitochondria	1	Atha__AT2G03690
HOG0014806	NA	red	Mitochondria	1	Atha__AT1G71730
HOG0008124	NA	gray	Other	2	Atha__AT5G62940
HOG0015198	NA	gray	Other	2	Atha__AT5G20200
HOG0010450	NA	gray	Other	2	Atha__AT1G34110
HOG0016278	NA	NA	NA	4	HOG0016278
HOG0015598	NA	gray	Other	2	Atha__AT1G53345
HOG0012652	NA	gray	Other	2	Atha__AT5G64150
HOG0014777	NA	red	Mitochondria	1	Atha__AT1G02410
HOG0014759	NA	gray	Other	2	Atha__AT1G26180
HOG0013616	NA	Green	Plastid	3	Atha__AT1G72640
HOG0017190	NA	gray	Other	2	Atha__AT4G00895
HOG0014318	NA	Green	Plastid	3	Atha__AT5G04440
HOG0016086	NA	gray	Other	2	Atha__AT4G00340
HOG0012648	NA	gray	Other	2	Atha__AT5G15920
HOG0013901	NA	Green	Plastid	3	Atha__AT3G57680
HOG0015642	NA	red	Mitochondria	1	Atha__AT3G45300
HOG0006061	NA	gray	Other	2	Atha__AT1G70300, Atha__AT5G14880
HOG0012571	NA	Green	Plastid	3	Atha__AT5G12130
HOG0007299	NA	Green	Plastid	3	Atha__AT4G16155, Atha__AT3G16950
HOG0013442	NA	Green	Plastid	3	Atha__AT1G16080
HOG0010421	NA	gray	Other	2	Atha__AT1G14570
HOG0010551	NA	gray	Other	2	Atha__AT1G65020
HOG0011819	NA	gray	Other	2	Atha__AT1G48540, Atha__AT3G17920
HOG0013450	NA	gray	Other	2	Atha__AT1G60490
HOG0016835	NA	NA	NA	4	HOG0016835
HOG0013017	NA	gray	Other	2	Atha__AT2G46900
HOG0016034	NA	gray	Other	2	Atha__AT2G05250, Atha__AT2G05230, Atha__AT5G35753
HOG0014401	NA	NA	NA	4	HOG0014401
HOG0006655	NA	gray	Other	2	Atha__AT3G50350, Atha__AT2G15590, Atha__AT2G15610, Atha__AT4G33985
HOG0008415	NA	gray	Other	2	Atha__AT4G27620, Atha__AT4G27610
HOG0014110	NA	gray	Other	2	Atha__AT5G37055
HOG0004570	NA	NA	NA	4	HOG0004570
HOG0011302	NA	gray	Other	2	Atha__AT2G42700
HOG0010363	NA	gray	Other	2	Atha__AT4G01860
HOG0009404	NA	gray	Other	2	Atha__AT1G76970, Atha__AT1G21380
HOG0013132	NA	gray	Other	2	Atha__AT4G38495
HOG0012660	NA	gray	Other	2	Atha__AT5G48310
HOG0013905	NA	Green	Plastid	3	Atha__AT3G08010
HOG0014493	NA	gray	Other	2	Atha__AT2G37330
HOG0012046	NA	Green	Plastid	3	Atha__AT1G24040
HOG0015496	NA	Green	Plastid	3	Atha__AT4G04330
HOG0013661	NA	gray	Other	2	Atha__AT1G09380
HOG0007632	NA	gray	Other	2	Atha__AT2G02180, Atha__AT1G14530
HOG0015678	NA	gray	Other	2	Atha__AT3G44730
HOG0011704	NA	gray	Other	2	Atha__AT4G11160
HOG0015241	NA	NA	NA	4	HOG0015241
HOG0014183	NA	gray	Other	2	Atha__AT5G22370
HOG0014953	NA	gray	Other	2	Atha__AT3G25530
HOG0014762	NA	gray	Other	2	Atha__AT1G15240
HOG0013826	NA	gray	Other	2	Atha__AT3G29280
HOG0015818	NA	NA	NA	4	HOG0015818
HOG0013397	NA	red	Mitochondria	1	Atha__AT1G30290
HOG0015730	NA	red	Mitochondria	1	Atha__AT5G19020
HOG0004538	NA	gray	Other	2	Atha__AT4G19130, Atha__AT5G45400
HOG0011347	NA	gray	Other	2	Atha__AT2G38130
HOG0013848	NA	gray	Other	2	Atha__AT3G59630
HOG0015014	NA	Green	Plastid	3	Atha__AT3G14900
HOG0015776	NA	gray	Other	2	Atha__AT5G01910
HOG0014581	NA	Green	Plastid	3	Atha__AT2G04270
HOG0011606	NA	gray	Other	2	Atha__AT4G02390
HOG0014678	NA	gray	Other	2	Atha__AT4G29170
HOG0009846	NA	gray	Other	2	Atha__AT5G23450
HOG0015830	NA	NA	NA	4	HOG0015830
HOG0017493	NA	NA	NA	4	HOG0017493
HOG0007306	NA	gray	Other	2	Atha__AT4G08760, Atha__AT3G18610, Atha__AT1G48920
HOG0012075	NA	gray	Other	2	Atha__AT1G50710
HOG0016629	NA	gray	Other	2	Atha__AT4G35590
HOG0009785	NA	Green	Plastid	3	Atha__AT3G02900, Atha__AT5G16660
HOG0007182	NA	gray	Other	2	Atha__AT2G46210, Atha__AT3G61580
HOG0013474	NA	gray	Other	2	Atha__AT1G26840
HOG0011768	NA	red	Mitochondria	1	Atha__AT1G14620
HOG0008111	NA	gray	Other	2	Atha__AT5G10270, Atha__AT5G64960
HOG0003439	NA	gray	Other	2	Atha__AT1G24270, Atha__AT5G13090
HOG0005258	NA	gray	Other	2	Atha__AT4G12090, Atha__AT1G12340, Atha__AT1G62880, Atha__AT1G12390
HOG0012560	NA	gray	Other	2	Atha__AT5G42130
HOG0012624	NA	Green	Plastid	3	Atha__AT5G43750
HOG0016700	NA	gray	Other	2	Atha__AT3G15370
HOG0013920	NA	red	Mitochondria	1	Atha__AT3G01580
HOG0007830	NA	gray	Other	2	Atha__AT4G22330
HOG0016172	NA	red	Mitochondria	1	Atha__AT1G55550
HOG0014012	NA	gray	Other	2	Atha__AT5G15540
HOG0014171	NA	gray	Other	2	Atha__AT5G01620
HOG0015575	NA	red	Mitochondria	1	Atha__AT1G16830
HOG0007334	NA	gray	Other	2	Atha__AT1G58220, Atha__AT1G09710
HOG0014945	NA	Green	Plastid	3	Atha__AT3G25970
HOG0008485	NA	gray	Other	2	Atha__AT4G11720
HOG0013256	NA	gray	Other	2	Atha__AT4G35910
HOG0015069	NA	gray	Other	2	Atha__AT5G49660
HOG0016027	NA	gray	Other	2	Atha__AT2G33260
HOG0006081	NA	gray	Other	2	Atha__AT3G29270, Atha__AT1G69330
HOG0005612	NA	gray	Other	2	Atha__AT3G01085, Atha__AT5G39420, Atha__AT1G18670, Atha__AT1G74330
HOG0009075	NA	gray	Other	2	Atha__AT2G19880
HOG0013960	NA	gray	Other	2	Atha__AT3G17090
HOG0015769	NA	Green	Plastid	3	Atha__AT5G42765
HOG0008637	NA	gray	Other	2	Atha__AT1G47550, Atha__AT1G47560
HOG0014279	NA	Green	Plastid	3	Atha__AT5G27560
HOG0015493	NA	gray	Other	2	Atha__AT4G28990
HOG0011882	NA	Green	Plastid	3	Atha__AT1G48530, Atha__AT3G53970
HOG0013229	NA	gray	Other	2	Atha__AT4G28820
HOG0010468	NA	gray	Other	2	Atha__AT1G77630, Atha__AT1G21880
HOG0011482	NA	gray	Other	2	Atha__AT2G47590
HOG0014021	NA	gray	Other	2	Atha__AT5G42670, Atha__AT5G52070
HOG0012870	NA	gray	Other	2	Atha__AT2G20050
HOG0015864	NA	NA	NA	4	HOG0015864
HOG0008749	NA	gray	Other	2	Atha__AT3G07565
HOG0014319	NA	Green	Plastid	3	Atha__AT5G03880
HOG0006776	NA	red	Mitochondria	1	Atha__AT4G26860
HOG0013281	NA	gray	Other	2	Atha__AT1G74830, Atha__AT1G18990
HOG0009605	NA	gray	Other	2	Atha__AT1G11755
HOG0014839	NA	red	Mitochondria	1	Atha__AT1G62260
HOG0005453	NA	gray	Other	2	Atha__AT2G13560
HOG0015230	NA	NA	NA	4	HOG0015230
HOG0009661	NA	gray	Other	2	Atha__AT3G01310, Atha__AT5G15070
HOG0014034	NA	gray	Other	2	Atha__AT5G17240
HOG0014576	NA	gray	Other	2	Atha__AT2G24240, Atha__AT4G30940
HOG0007316	NA	gray	Other	2	Atha__AT1G67370
HOG0011578	NA	gray	Other	2	Atha__AT4G15890
HOG0008868	NA	gray	Other	2	Atha__AT5G02040
HOG0014758	NA	red	Mitochondria	1	Atha__AT1G09220
HOG0015582	NA	red	Mitochondria	1	Atha__AT1G13410
HOG0014239	NA	gray	Other	2	Atha__AT5G13830
HOG0016072	NA	gray	Other	2	Atha__AT4G11655
HOG0016858	NA	NA	NA	4	HOG0016858
HOG0008300	NA	Green	Plastid	3	Atha__AT2G04700
HOG0008282	NA	gray	Other	2	Atha__AT2G20280
HOG0013402	NA	Green	Plastid	3	Atha__AT1G12410
HOG0007550	NA	gray	Other	2	Atha__AT5G54130
HOG0014016	NA	gray	Other	2	Atha__AT5G65100, Atha__AT5G10120
HOG0003777	NA	gray	Other	2	Atha__AT4G20040
HOG0013263	NA	gray	Other	2	Atha__AT1G09290
HOG0014906	NA	red	Mitochondria	1	Atha__AT3G18840
HOG0010273	NA	gray	Other	2	Atha__AT1G74310, Atha__AT4G14670
HOG0008339	NA	gray	Other	2	Atha__AT2G16530, Atha__AT3G43840, Atha__AT1G72590
HOG0014685	NA	gray	Other	2	Atha__AT4G22290
HOG0008880	NA	gray	Other	2	Atha__AT5G66390
HOG0012813	NA	gray	Other	2	Atha__AT2G44760
HOG0014337	NA	NA	NA	4	HOG0014337
HOG0015048	NA	gray	Other	2	Atha__AT5G60940
HOG0007072	NA	NA	NA	4	HOG0007072
